"29"|"WEIL, Simone"|"Simone Weil nació en París en 1909 y murió en Londres en 1943. Fue discípula de Alain y enseñó filosofía en la Escuela normal superior (1931-1934). Sus estudios apasionados –y críticos– de la doctrina marxista le dieron notoriedad. Un diario conservador la apodó “la virgen roja”, por su extraña combinación de preocupaciones por la situación social y su búsqueda de la pureza y la verdad. Convencida de que para comprender las luchas obreras debía compartir las condiciones de vida del proletariado, abandonó la enseñanza y, de 1934 a 1935, fue obrera de las fábricas Renault (“Allí recibí la marca del esclavo”), experiencia que describió en La condición obrera. Al estallar la guerra civil española, acudió al frente de Barcelona, donde luchó del lado de los republicanos. Poco después atravesó una crisis espiritual, y se acercó a la fe católica. En 1942 se incorporó a las fuerzas de la Francia libre con base en Londres. Su obra, cada vez más prestigiada y leída por su lucidez y honestidad intelectual, ha concitado la atención de escritores, filósofos, teólogos y sociólogos. Albert Camus y T.S. Eliot le profesaron una enorme admiración.<br>Principales obras, publicadas póstumamente: Carta a un religioso, La condición obrera, La fuente griega, Opresión y libertad, Escritos de Londres, Escritos históricos y políticos, Sobre la ciencia, Reflexiones sobre las causas de la libertad y la opresión social.<br>"|"simone.jpg"|"Weil"|"88"
"30"|"LE BRUN, Jacques"|"Jacques Le Brun es director de estudios de la École practique des hautes études (sección de ciencias religiosas) y miembro de la École de psichanalyse Sigmund Freud. Es el editor de las Obras de Fénelon en la Biblioteca de la Pléiade. Ha publicado, entre otros títulos, La Spiritualité de Bossuet, París, Klincksieck, 1972, y Les Juifs présentés aux chrétiens, París, Les Belles Lettres, 1998. Participó en las obras colectivas Nouvelle historie de l´Eglise, París, Seuil, 1966 y 1986 Ts. 3 y 4, e Histoire de l´enfance en Occidente, París, Seuil, 1998.<br>"|"sin_foto.jpg"|"Le Brun"|"45"
"31"|"CAMPIONI, Giuliano"|"Egresado de la Scuola Normale Superiore de Pisa, Giuliano Campioni (1945) ha desarrollado su labor de investigador en torno al estudio de las fuentes y el contexto histórico de la empresa filosófica y cultural de Nietzsche. Fue discípulo de Mazzino Montinari y continuó la tarea de la Edición Crítica de las obras del filósofo emprendida por éste y Giorgio Colli. Desde 1995 dirige el Centro “Colli-Montinari” de estudios sobre Nietzsche y la cultura europea de la Universidad de Leche. Entre sus trabajos más importantes sobre el filósofo alemán se cuentan Il genio tiranno (Milán, 1983), Leggere Nietzsche (en coautoría con Sandro Barbera, y Sulla strada di Nietzsche (Pisa, 1993), así como numerosos artículos publicados en los Nietzsche-Studien y en diversas revistas europeas. Actualmente es Profesor de Historia de la Filosofía en la Universidad de Pisa.<br>"|"Campioni.jpg"|"Campioni"|"17"
"32"|"RIEDER, Ines"|"<p>Ines Rieder naci&oacute; en Viena en 1954. Es traductora, periodista independiente y escritora. Ha publicado textos en Brasil, Estados Unidos, Inglaterra, Alemania y Austria. Entre sus libros m&aacute;s difundidos se cuentan <em>Cuestiones de vida y muerte. Las mujeres hablan sobre Sida</em> (1989). <em>Cosm&oacute;polis; historias urbanas de mujeres</em> (1990) y <em>Feminismo en Europa del Este</em> (1991).</p>"|"sin_foto.jpg"|"Rieder"|"72"
"33"|"ALLOUCH, Jean"|"<p>Practica el psicoan&aacute;lisis. Fue miembro de la <em>&Eacute;cole freudienne de Paris</em>, hasta su disoluci&oacute;n. Dirigi&oacute; durante cuatro a&ntilde;os la revista <em>Littoral</em>, y desde 1985 hasta 1989 la <em>&Eacute;cole lacanienne de psychanalyse</em>, a la cual pertenece. Todos los a&ntilde;os dicta seminarios en Par&iacute;s y en diferentes ciudades del mundo.</p><p>Obra publicada: <em>En estos tiempos</em> (1992)<em>, Letra por letra. Traducir, transcribir, transliterar</em> (1993),<em> Freud, y despu&eacute;s Lacan</em> (1994)<em>, El doble crimen de las hermanas Papin</em> (1995), <em>La etificaci&oacute;n del psicoan&aacute;lisis. Calamidad </em>(1997), <em>El psicoan&aacute;lisis, una erotolog&iacute;a de pasaje </em>(1998), <em>&ndash;Hola... &iquest;Lacan? &ndash;Claro que no </em>(1998), <em>El sexo de la verdad. Erotolog&iacute;a anal&iacute;tica II </em>(1999), <em>Faltar a la cita. &ldquo;Kant con Sade&rdquo; de J. Lacan. Erotolog&iacute;a anal&iacute;tica III </em>(2003),<em>&nbsp;<em>La sombra de tu perro. Discurso psicoanal&iacute;tico.&nbsp;Discurso lesbiano&nbsp;</em>(El cuenco de plata /Ediciones Literales, 2004), Er&oacute;tica del duelo en el tiempo de la muerte seca</em> (El cuenco de plata /Ediciones Literales, 2006), <em>El psicoan&aacute;lisis, &iquest;es un ejercicio espiritual? </em>(El cuenco de plata / Ediciones Literales, 2007),<em> </em><em>Marguerite, la Aim&eacute;e de Lacan </em>(El cuenco de plata / Ediciones Literales, 2008), <em>El sexo del amo. El erotismo desde Lacan </em>(El cuenco de plata /Ediciones Literales, 2009), <em>Contra la eternidad.&nbsp;Ogawa, Mallarm&eacute;, Lacan&nbsp;</em>(El cuenco de plata /Ediciones Literales, 2009), El amor Lacan (El cuenco de plata /Ediciones Literales, 2011).</p>"|"allouch.jpg"|"Allouch"|"2"
"34"|"ACCETTO, Torcuato"|"Poco se sabe de la vida de Torquato Accetto.Croce sostiene que nació en Nápoles, en 1598; Nigro, con mayor precisióndocumental, afirma que nació en Trani, en 1588. Se conocen dos obras de suautoría: las <i>Rime </i>(1621) y <i>Della dissimulazione honesta </i>(1641).Por las referencias en su obra y la proximidad con la “Academia de losOciosos”, sus preferencias se dirigían tanto a la poesía como a la filosofíapero, por necesidad, su actividad se restringió casi completamente al trabajode <i>secretario</i>, al servicio de la familia Caraza, en la pequeña provinciade Andrea. Aunque alejado de los centros urbanos donde se reunían losintelectuales, mantuvo una amistad con Ángelo Grillo, uno de los poetas másimportantes de su tiempo, y con Giambattista Manso, fundador de la <i>Academiadegli Oziosi</i>, por la que había pasado Quevedo.<o:p></o:p>"|"sin_foto.jpg"|"Accetto"|"1"
"35"|"Anómino clandestino del siglo XVIII"|"La historia de la difusión de este libroreviste una singular complejidad por su carácter a la vez secreto y profuso. Setrata del documento más importante de la cultura clandestina que forjó lailustración radical de los siglos XVII y XVIII, escrito en un lenguaje extremoy concebido como un compendio de ideas antieclesiásticas y antiabsolutistas. Setrata de una composición anónima, no reticente y ya sustraida por completo a lacultura barroca de la disimulación, collage de transcripciones y glosas desabiduría libertina en la que es inscripto del “espíritu” del spinozismo con elpropósito de obtener una <i>machine de guerre</i> antirreligiosa de autorcolectivo (Hobbes, Spinoza, Maquiavelo, Vanini, Tertuliano, Charron, Naudé,Campanella, Pomponazzi...) cuyos nombres, referencias yfuentes son sin embargocuidadosamente omitidos."|"sin_foto.jpg"|"Anómino"|"5"
"36"|"BODEI, Remo"|"Remo Bodei (1938) es profesor de filosofía en la Universidad de California, Los Angeles. Ha enseñado en la Scuola Normale Superiore y en la Universidad de Pisa, como así también en diversos centros de investigación y universidades de Europa y los Estados Unidos. Sus intereses, centrados inicialmente en el idealismo clásico alemán, la estética y la teoría de lo trágico, se orientaron luego hacia el pensamiento utópico del siglo XX. En los últimos veinte años se ha dedicado al análisis de la individualidad en sus nexos con la memoria y el olvido, y a la comprensión de áreas de la experiencia humana dotadas, en su opinión, de una lógica peculiar propia: las pasiones, el delirio, el fenómeno del déjà vu etc. Entre sus libros traducidos al español se pueden recordar: Hölderlin: la filosofía y lo trágico (Visor, 1990); Ordo amoris. Conflictos terrenos y felicidad celeste (Cuatro, 1998); Geometría de las pasiones, (Muchnik, 1995; FCE, 1995); La forma de lo bello (Visor, 1998); Libro de la memoria y de la esperanza (Losada, 1998); La filosofía del siglo XX (Alianza, 2001); Las lógicas del delirio. Razón, afectos, locura (Cátedra, 2002); El doctor Freud y los nervios del alma. Filosofía y sociedad a un siglo del nacimiento del psicoanálisis (Pre-Textos, 2004); La chispa y el fuego. Invitación a la filosofía (Nueva Visión, 2006). Destinos personales cierra la trilogía iniciada con Scomposizioni. Forme dell'individuo moderno y continuada con Geometría de las pasiones. <br>"|"remobodei.jpg"|"Bodei"|"13"
"37"|"CICCO"|"Cicco está considerado uno de los periodistas de habla hispana más descarados del último siglo. Se recibió con diploma de honor en la Universidad de Belgrano y es creador de un género propio: el periodismo border, donde fue actor XXX, enterrador de cementerios y asistente de boxeo. Sus artículos son reproducidos en medios de los Estados Unidos, Colombia, Brasil, Panamá, Chile, México, Uruguay y la Argentina. En reconocimiento a su labor, obtuvo el Premio Pléyade, el Estímulo de la Escuela de Periodismo Tea, el Premio Emerald (la productora de cine condicionado que lo empleó como actor) y se ganó infinidad de enemigos. En la actualidad, es Editor de Revista Newsweek (Argentina) y enseña su extraña fórmula periodística en diversas universidades del país. <br>"|"cicco.jpg"|"Cicco"|"18"
"38"|"GONZÁLEZ SUÁREZ, Mario"|"Mario González Suárez nació en la ciudad de México en 1964. Ha sido becario del Centro Mexicano de Escritores en los períodos 1989-1990 y 1991-1992; del Fondo Nacional para la Cultura y las Artes en 1992-1993; y del programa de Residencia Artísticas México-Canadá 2000. Ha publicado La materia del insomnio (Aldus, 1997); De la infancia (Tusquets, 1998); El libro de las pasiones (Tusquets, 1999), por el cual obtuvo el Premio Nacional de Literatura &quot;Gilberto Owen&quot; 1997 y el Premio Nacional de Literatura &quot;José Fuentes Mares&quot; 2001; Paisajes del limbo. Una antología de la narrativa mexicana del siglo XX (Tusquets, 2001); Marcianos leninistas (Tusquets, 2002); Nostalgia de la luz (Tusquets, 2003). Miembro del Sistema Nacional de Creadores de Arte desde 2001. Ganador del Premio Internacional de relato Emecé/Zoetrope 2002. <br>"|"mario.jpg"|"González Suárez"|"38"
"39"|"BONNEFOY, Yves"|"<p>Yves Bonnefoy naci&oacute; en Tours el 24 de junio de 1923, traslad&aacute;ndose a Par&iacute;s para realizar estudios de matem&aacute;ticas primero y de filosof&iacute;a despu&eacute;s, estudios que conjug&oacute; con su dedicaci&oacute;n a la poes&iacute;a. De los a&ntilde;os 1945-1946 datan sus primeras publicaciones, la revista R&eacute;volution la Nuit y el Trait&eacute; du pianiste, de orientaci&oacute;n surrealista. En 1947, rompe sus contactos con Breton y su grupo e inicia un camino independiente que lo llevar&aacute; a ser uno de los grandes renovadores de la poes&iacute;a francesa contempor&aacute;nea. <br />De 1953 data su primer libro po&eacute;tico, Du mouvement et de l'immobilit&eacute; de Douve, al que seguir&aacute;n, entre otros, Hier r&eacute;gnant d&eacute;sert (1958), Pierre &eacute;crite (1965), Ce qui fut sans lumi&egrave;re (1987), D&eacute;but et fin de la neige (1991), La Pluie d'&eacute;t&eacute; (1999), Les Planches courbes (2001). <br />Son c&eacute;lebres sus traducciones de Shakespeare que acompa&ntilde;a con agudos estudios preliminares. Es autor de numerosos ensayos, entre ellos: L'Improbable; Arthur Rimbaud; L'Arri&egrave;re-Pays; La V&eacute;rite de parole; Entretiens sur la po&eacute;sie; Sous l'horizon du langage. <br />A partir de 1960, es invitado a dictar ciclos de conferencias en numerosas universidades francesas y extranjeras. En 1981, es designado en la c&aacute;tedra de Estudios comparados de la funci&oacute;n po&eacute;tica en el Coll&egrave;ge de France, donde da clases hasta 1993. Falleci&oacute; en 2016 en Par&iacute;s.</p>"|"bonnefoy.jpg"|"Bonnefoy"|"14"
"40"|"LE CLEZIO, J. M. G."|"<p>Jean-Marie Gustave Le Cl&eacute;zio naci&oacute; en Niza en 1940. De ancestros bretones exiliados en la isla Mauricio, luego colonia inglesa, el hijo de \"brit&aacute;nicos\" se cri&oacute; con su madre y abuelos en un pueblito junto al Vesubio, en la Francia ocupada. A los 8 a&ntilde;os emprendi&oacute; su primer viaje &ndash;y su primera novela, escrita durante la traves&iacute;a&ndash; para conocer a su padre, que ejerc&iacute;a la medicina en Nigeria. Desde su debut con El atestado (Le proc&egrave;s-verbal, 1963, premio Renaudot), la extranjer&iacute;a, la locura, la aventura, la exploraci&oacute;n de s&iacute; mismo y el viaje inici&aacute;tico y cosmog&oacute;nico son marcas de su obra. \"Para m&iacute;, un isle&ntilde;o que arrastra los pies por los puertos, que no pertenece a ninguna ciudad sino a todas las ciudades, la lengua francesa es mi &uacute;nico pa&iacute;s, el &uacute;nico lugar que habito.\" Ha publicado m&aacute;s de 30 libros: entre ellos La fiebre, Le d&eacute;luge, Terra Amata, L'extasse mar&eacute;rielle , Le livre des fuites (en los a&ntilde;os 60), La guerra, Viajes del otro lado, L'inconnu sur la terre, Mondo y otras historias (en los 70), D&eacute;sert, El buscador de oro, Viaje a Rodr&iacute;guez (en los 80), Diego y Frida, La cuarentena, El pez dorado, Hasard suivi de Angoli Mala (en los 90), C&oelig;ur brul&eacute; et autres romances, R&eacute;volutions , L'Africain y Urania (Gallimard, 2006).</p><p>PREMIO NOBEL DE LITERATURA 2008</p>"|"le-clezio.jpg"|"Le Clézio"|"47"
"41"|"VANINI, Julio Cesare "|"El sábado 9 de febrero de 1619, después de seis meses de prisión, el Parlamento de Toulouse condenó a muerte por ateo y blasfemador del nombre de Dios a Julio Cesare Vanini. La pena iba a cumplirse el mismo día y sus detalles no se han perdido gracias a Nicolas de Saint Pierre, redactor de los Annales de la ville de Toulouse en 1619. El reo fue llevado desde la cárcel a la iglesia Saint-Étienne para que, en camisa, de rodillas y con una antorcha en la mano, pidiera perdón a Dios, al rey y a la justicia; desde allí, siguiendo el camino acostumbrado, se lo condujo a la plaza de Salin donde, después de cortársele la lengua con una tenaza, fue ahorcado y su cuerpo reducido a cenizas arrojadas al viento. <br>Simulando motivos piadosos, casi infringiendo las leyes del disimulo, la obra de Vanini postula la defensa de un naturalismo radical en el que se identifica a Dios con la Naturaleza, se afirma la eternidad del mundo, se ironiza sobre la inmortalidad del alma y se niega de distintas maneras el libre albedrío y la providencia. Los teatrales diálogos de Los maravillosos secretos de la naturaleza presentan un hedonismo sensual y despreocupado que incluía algo más que las conversaciones con los amigos o el disfrute sereno de la vida contemplativa. Fue considerado por sus enemigos como un &quot;ateo perfecto&quot;, que no sólo se apartó de Dios sino de la misma condición humana. <br>"|"sin_foto.jpg"|"Vanini"|"85"
"42"|"ASSANDRI, José"|"José Assandri vive en Montevideo. Es miembro de la École lacanienne de psychanalyse. Ha publicado Clínica infantil. territorios y abordajes (1996) y artículos en revistas de Uruguay, Argentina, México y Francia. <br>"|"jose_assandri.jpg"|"Assandri"|"6"
"43"|"SOLLERS, Philippe"|"Philippe Sollers, uno de los intelectuales más prestigiosos de la cultura europea contemporánea, nació en Burdeos en 1936. Sus primeras obras, el relato El desafío y la novela Una curiosa soledad (1959), fueron elogiadas por Francois Mauriac y Louis Aragon por su elegancia formal. En 1960 fundó la revista Tel Quel, publicación clave de la vanguardia literaria francesa. En 1961 recibió el premio Médicis por la novela El parque. Tras una serie de ensayos y textos teóricos, la publicación de Mujeres, en 1983, constituyó una sorprendente vuelta a la novela. A partir de ese año comenzó a dirigir la colección y la revista L´Infini , y pasó a integrar el comité de lectura de la editorial Gallimard. En 1992 recibió el premio Paul Morand de la Academia Francesa. <br>Principales obras. Ensayo: Teoría de la excepción (1985), Improvisaciones (1991), La guerra del gusto (1994), El paraíso de Cézanne (1995), La palabra de Rimbaud (1999), Elogio del infinito (2001). Novelas:  Retrato del jugador (1985), El corazón absoluto (1987), El secreto (1993), Pasión fija (2000) y La estrella de los amantes (2002).<br>"|"sollers.jpg"|"Sollers"|"77"
"44"|"LE GAUFEY, Guy"|"Guy Le Gaufey, psicoanalista, fué miembro de la École freudienne de Paris hasta su disolución. Integró el comité de redacción de la revista francesa Littoral desde su inicio en 1981 hasta 1989. Dirigió por dos períodos ( 1989 al 1993 y 2000 al 2004), la École lacanienne de psychanalyse a la que pertenece, y actualmente forma parte del comité editorial de EPEL. Ha dictado y continúa dictando seminarios en Paris y en otras ciudades de Argentina, México, Costa Rica, Paraguay, Uruguay, etc. Ha publicado, además de numerosos artículos en diferentes revistas, los siguientes libros: L'inncomplètude du symbólique (1991), La evicción del origen (1994), El lazo especular (1997), Anatomía de la tercera persona (1998). <br>"|"Guy_Le_Gaufey.jpg"|"Le Gaufey"|"48"
"45"|"PRON, Patricio"|"Patricio Pron nació en Rosario (Argentina) en diciembre de 1975. Trabaja como asistente en la Universidad de Göttingen (Alemania), donde reside. Ha publicado las novelas Formas de morir (1998) y Nadadores muertos (2001) y los volúmenes de cuento Hombres infames (1999) y El vuelo magnífico de la noche (2002). Su extenso relato &quot;Es el realismo&quot; ha sido distinguido con el Premio Juan Rulfo de Relato 2004, que otorgan el Instituto Cervantes, Unión Latina y Radio Francia Internacional. Es antologador junto con Burkhard Pohl de la más reciente antología de la literatura argentina en el ámbito germanohablante, Zerfurchtes Land. Neue Erzählungen aus Argentinien (2002) y actualmente prepara su tesis de doctorado acerca de los procedimientos transgresivos en la narrativa de Copi.<br>En 2008 su obra El comienzo de la primavera ganó en España el Premio Jaén de novela.<br>"|"pron.jpg"|"Pron"|"68"
"46"|"BUTTI, Enrique"|"<div>  <p><span lang=\"es\" xml:lang=\"es\">Enrique Butti naci&oacute; en Santa Fe en 1949. Dedicado   durante un tiempo al cine en Argentina y en Italia, desde hace a&ntilde;os es   periodista y encargado del suplemento Cultura del diario <em>El Litoral</em> de   Santa Fe. Public&oacute; numerosas obras (muchas de ellas premiadas) que incluyen   cuentos, teatro y obras de literatura juvenil adem&aacute;s de novelas. Su novela <em>Ind&iacute; </em>(publicada en Losada en 1998 , luego de una primera edici&oacute;n en   italiano) recrea los &quot;a&ntilde;os argentinos&quot; del escritor italiano Carlo Emilio Gadda,   en una inusual escritura barroca y disgresiva emparentada con la de su   homenajeado. </span></p>  <p><span lang=\"es\" xml:lang=\"es\">&nbsp;</span></p>  <p><em><U><span lang=\"es\" xml:lang=\"es\">Principales   obras:</span></U></em><span lang=\"es\" xml:lang=\"es\"> &nbsp; <em>Aiaiay </em>(Novela. Premio Fondo Nacional   de las Artes. Sudamericana, 1986)&shy;, <em>No me digan que no</em> (Novela. Premio   Colihue. Buenos Aires, 1985)&shy;&shy;, <em>Solfeo</em> (Cuentos. Editorial Eco, M&eacute;xico,   1990. Primer Premio Alcides Greca 1999)&shy;, <em>La fruta de la perdici&oacute;n</em> (Teatro. Premio Fondo Nacional de las Artes, 1993)&shy;, <em>Ind&iacute;</em> (Premio Mario   de Andrade. Primera edici&oacute;n en italiano: <em>Pasticciaccio argentino</em>, Il   Saggiattore, 1996)&shy;, <em>La daga latente</em> (Relatos. Primer premio de cuento,   Fondo Nacional de las Artes, 2005). </span><em><span lang=\"es\" xml:lang=\"es\">&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </span></em></p></div>"|"butti.jpg"|"Butti"|"15"
"47"|"LORAUX, Nicole"|"Nicole Loraux (París, 1943 - París, 2003) fue directora de estudios en la École des hautes études en sciences sociales (EHESS), donde dirigió en los últimos veinticinco años una serie de trabajos que renovaron notablemente la concepción de la Grecia antigua. Su área de investigación abarcó la política, el vínculo entre los géneros y la sutil relación entre lo colectivo y las libertades individuales. Algunos de sus libros son: La invención de Atenas (1981), Les Enfants d'Áthèna (1981), Maneras trágicas de matar a una mujer (1985), Las experiencias de Tiresias (1990), Madres en duelo (1990) y La grèce au féminin (2001). Esta es la primera edición en castellano de Nacido de la tierra, originalmente publicado por Éditions du Seuil en 1996.<br>"|"loraux.jpg"|"Loraux"|"55"
"48"|"MISTRAL, Gabriela"|"Nacida Lucila de María del Perpetuo Socorro Godoy Alcayaga, hija de un docente y una modista, Gabriela Mistral (Vicuña, 1889 - Nueva York 1957).fue maestra y directora de escuela en diversos puntos de Chile, desde el extremo norte al sur. Ejerció la enseñanza con la misma devoción con que se entregó a la literatura. En 1914 editó su primer libro de poesía, &quot;Sonetos de la Muerte&quot;, y adoptó el seudónimo Gabriela Mistral en homenaje al italiano Gabriele d'Annunzio y al francés Fréderic Mistral. En 1922, dejó su país, invitada por el gobierno de México para colaborar en los planes de reforma educativa, y residió casi siempre en el exterior, con el cargo de cónsul desde 1932. Conocida por sus conferencias y clases en Centroamérica, Estados Unidos y Europa, en 1939 se mencionó su candidatura al Premio Nobel, que recibió en 1945. El Premio destacó tanto su fe en la literatura como en la docencia. Entre sus principales libros de poesía destacan Desolación (1922), Tala (1938) y Lagar (1954). Sus poemas exaltan el sentimiento, el paisaje americano y la infancia.<br>"|"sin_foto.jpg"|"Mistral"|"61"
"49"|"GADENNE, Paul"|"Paul Gadenne nació en Armetières (Francia) en 1907 y murió en Cambo-les Bains, Pirineos Atlánticos, en 1956, a la edad de 49 años. Tal vez el dato más relevante de su breve vida sea que pasó los últimos veinte años entrando y saliendo de sanatorios para tuberculosos, donde escribió algunas de sus obras más ambiciosas. Con anterioridad, había escrito una tesis sobre Proust en la Sorbona, y había dado clases hasta que la tisis lo forzó a jubilarse muy joven. A partir de los años 80 se produjo en Francia un renovado interés por su obra, y luego de la reedición de sus novelas y relatos, actualmente se están editando sus cuadernos de notas, artículos y ensayos. Escenas en el castillo se publicó póstumamente, en 1986. <br>Novelas: Siloé (1941), Le vent noir (1947), La rue profonde (1948), L´avenue (1949), la plage de Scheveningen (1952), L´invitation chez les Stiri (1955) y Les Hauts-Quartiers (1956).<br>"|"gadenne.jpg"|"Gadenne"|"32"
"50"|"LE BRUN, Annie"|"Annie Le Brun conoció a André Breton en 1963 y participó de las últimas actividades del movimiento surrealista. Conservará y defenderá ese espíritu en su poesía y en su obra crítica. En Lâchez tout (1977) se manifestó contra el movimiento neo-feminista, que a su criterio desvaloriza el amor y la sexualidad. En Los castillos de la subversión (1982) analizó en profundidad el universo de la novela gótica. Escribió también ensayos sobre Raymond Roussel y Aimé Césaire, y numerosos prólogos a obras eróticas. En Du trop de réalité (2001) plantea la necesidad de la utopía y el sueño, en busca de una lucidez sin concesiones. Su último libro On n'enchaîne pas les volcans, publicado por Gallimard en 2006, reúne cuatro conferencias sobre Sade y Bataille.<br>Annie Le Brun puso en marcha junto a Jean-Jacques Pauvert la edición de las Obras Completas de Sade, de la cual Sade. De pronto un bloque de abismo… es la Introducción.<br>"|"le_brun_anniex.jpg"|"Le Brun"|"46"
"51"|"GOMBROWICZ, Rita"|"Rita Gombrowicz nació en Montreal. Estudió Letras en la universidad de Montreal y la Sorbona. Conoció a Gombrowicz en Royaumont, en mayo de 1964, y se instalaron en Vence en octubre del mismo año. Después de la muerte de Gombrowicz, en 1969, vivió en Milán durante siete años. Actualmente reside en París.<br>"|"rita.jpg"|"Gombrowicz"|"36"
"52"|"BATAILLE, Georges"|"Georges Bataille (Francia 1897-1962). Junto con Jean-Paul Sartre y Albert Camus, es uno de los intelectuales franceses más destacados del siglo XX. En sus inicios fue miembro del movimiento surrealista, distanciándose posteriormente de Breton por razones políticas. Luego fundaría junto a Roger Callois y Michel Leiris, el colegio de Sociología Sagrada. En 1946, fundó la revista Critique, desde cuyas páginas se opuso a la figura del escritor comprometido que defendía a Sartre en Tiempos Modernos. Bataille tenía un inusual talento interdisciplinario, y utilizó diversas formas de discurso. Su novela La historia del ojo, por ejemplo, publicada bajo el pseudónimo de Lord Auch, fue inicialmente leída como pura pornografía, pero la interpretación de la obra maduró con el tiempo hasta revelar su considerable profundidad emocional y filosófica. Las imágenes de la novela están construidas sobre una serie de metáforas que a su vez hacen referencia a conceptos filosóficos desarrolladas en su trabajo: el ojo, el huevo, el sol, la tierra, el testículo.Sus Obras completas, en cuya presentación de 1970 Michel Foucault exaltó a Bataille como uno de los escritores más importantes del siglo, constan de doce volúmenes donde conviven las novelas, la filosofía, la crítica, el diario íntimo, los proyectos, las polémicas y la poesía.  Principales obras: Ensayo: La experiencia interior, Sobre Nietzche, El erotismo, La literatura y el mal, Las lagrimas de Eros, La parte maldita; Narrativa: Historia del ojo, Mi madre, Madame Edwarda, El pequeño. El cuenco de plata publicó en 2008 su correspondencia con Michel Leiris acompañada de textos inéditos: Intercambios y Correspondencias 1924-1982.<br>"|"bataille.jpg"|"Bataille"|"8"
"53"|"LEIRIS, Michel"|"Michel Leiris (Francia1901-1990). Escritor francés. Fue un destacado representante del surrealismo, cuyas ideas dejaron su huella, sobre todo, en Alto mal (1943). Con posterioridad, ahondando en la recreación del lenguaje a través del análisis psicoanalítico, desarrolló una de las carreras literarias más fértiles e interesantes de la Francia contemporánea (La regla del juego, 1948-1966; A voz en cuello 1988).<br>"|"leiris.jpg"|"Leiris"|"50"
"54"|"RICHEBACHER, Sabine"|"Sabine Richebächer, nacida en Dusseldorf, es psicoanalista y durante muchos años estuvo a cargo de la sección de &quot;Novedades de psicología&quot; del Neue Zürcher Zeitung. Actualmente reside en Zurich. Ha dictado seminarios sobre outsiders del psicoanálisis como Wilhelm Reich, Otto Fenichel y Otto Gross. En 1999 le encargaron una conferencia sobre Sabina Spielrein. El tema reveló ser tan importante en relación a los orígenes del psicoanálisis, que suscito diversas investigaciones, como el artículo sobre Spielrein en el NZZ y en un extenso trabajo en el volumen Das Unbewusste in Zürich [El inconsciente en Zurich], traducido al inglés. Como en este trabajo quedaron abiertas muchas cuestiones sobre la vida de Spielrein, Sabine Richebächer profundizó en el tema; y el resultado es esta biografía.  "|"richebacher.jpg"|"Richebächer"|"71"
"55"|"VOIGT, Diana"|"Diana Voigt nació en Viena en 1960, donde fundó su propia agencia literaria en 1996. Es editora y coautora de diversas publicaciones."|"sin_foto.jpg"|"VOIGT"|"86"
"56"|"HUME, David"|"En la presente selección de ensayos, David Hume (1711-1776) retoma uno de los temas que dio inicio a sus inquisiciones filosóficas; se trata, una vez más, de desentrañar cuál es la naturaleza de nuestra especie. Con letra más amena y menos pretenciosa que aquella que compuso los libros del Tratado de la naturaleza humana (1739-40), el autor  incluye en estos escritos varios temas autocensurados en su obra capital. Dichos trabajos gozaron de buena aceptación por parte del público en general luego de su primera publicación anónima en 1741-42, y fueron reeditados en 1748 con la firma del filósofo."|"hume_cuadro.jpg"|"Hume"|"41"
"57"|"GEBLESCO, Élisabeth"|"Élisabeth Geblesco, nació en Bucarest, y llegó a Mónaco con su madre y su hermana menor, luego del divorcio de sus padres durante la Segunda Guerra mundial. Se convirtió en psicoanalista, primero miembro de la Escuela Freudiana de París y luego, tras la disolución de la EFP, en miembro de la Escuela de la Causa Freudiana. Especialista en el novelista rumano de lengua francesa Panaït Istrati, y a su vez escritora, enseñó en la Facultad de letras y ciencias humanas de Niza, donde a partir de 1977 dirigió un Seminario de investigaciones psicoanalíticas. Tuvo allí una vasta audiencia e invitó a sus seminarios a diversas personalidades, como el psicoanalista Ernest Freud, nieto de Sigmund, o el Profesor Harold Blum, por entonces a cargo del Fondo Freud en la Biblioteca del Congreso en Washington. Sus lectores y sus oyentes fueron analistas, psicólogos o psiquiatras, aunque también físicos, matemáticos, pensadores o artistas plásticos. A partir de 1979, su trabajo teórico y clínico se afirmó a través de numerosos artículos en revistas francesas y extranjeras, así como en sus tres libros publicados: Panaït Istrati y la metáfora paterna, las Actas del Seminario de psicoanálisis y su Seminario de Turín."|"sin_foto.jpg"|"Geblesco"|"34"
"58"|"OCAMPO, Victoria"||"sin_foto.jpg"|"Ocampo"|"66"
